Maturity,Last,Change,High,Low,Settlement,Volume,timestamp
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 00:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 00:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 00:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 00:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 00:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 03:01
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 03:01
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 03:01
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 03:01
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 03:01
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 03:01
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 03:01
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 03:01
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 03:01
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 03:01
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 03:01
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 03:01
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 03:01
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 03:01
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 03:01
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 04:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 04:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 04:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 04:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 04:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 04:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 04:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 04:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 04:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 04:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 04:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 04:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 04:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 04:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 04:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 05:01
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 05:01
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 05:01
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 05:01
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 05:01
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 05:01
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 05:01
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 05:01
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 05:01
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 05:01
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 05:01
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 05:01
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 05:01
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 05:01
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 05:01
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 06:01
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 06:01
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 06:01
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 06:01
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 06:01
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 06:01
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 06:01
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 06:01
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 06:01
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 06:01
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 06:01
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 06:01
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 06:01
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 06:01
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 06:01
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 07:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 07:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 07:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 07:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 07:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 07:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 07:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 07:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 07:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 07:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 07:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 07:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 07:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 07:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 07:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 08:01
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 08:01
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 08:01
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 08:01
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 08:01
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 08:01
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 08:01
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 08:01
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 08:01
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 08:01
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 08:01
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 08:01
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 08:01
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 08:01
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 08:01
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 09:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 09:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 09:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 09:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 09:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 09:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 09:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 09:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 09:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 09:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 09:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 09:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 09:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 09:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 09:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 10:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 10:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 10:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 10:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 10:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 10:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 10:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 10:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 10:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 10:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 10:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 10:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 10:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 10:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 10:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 11:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 11:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 11:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 11:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 11:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 11:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 11:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 11:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 11:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 11:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 11:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 11:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 11:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 11:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 11:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 12:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 12:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 12:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 12:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 12:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 12:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 12:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 12:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 12:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 12:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 12:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 12:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 12:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 12:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 12:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 13:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 13:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 13:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 13:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 13:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 13:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 13:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 13:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 13:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 13:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 13:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 13:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 13:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 13:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 13:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 13:02
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 13:02
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 13:02
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 13:02
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 13:02
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 13:02
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 13:02
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 13:02
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 13:02
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 13:02
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 13:02
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 13:02
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 13:02
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 13:02
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 13:02
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 14:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 14:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 14:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 14:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 14:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 14:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 14:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 14:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 14:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 14:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 14:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 14:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 14:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 14:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 14:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 15:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 15:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 15:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 15:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 15:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 15:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 15:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 15:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 15:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 15:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 15:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 15:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 15:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 15:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 15:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 16:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 16:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 16:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 16:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 16:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 16:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 16:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 16:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 16:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 16:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 16:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 16:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 16:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 16:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 16:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 17:00
07/10/2024,0,0.075,12.65,13.4,13.025,0,07/07/2024 17:00
07/17/2024,13.33,0.033,13.45,13.12,13.3033,"88,837",07/07/2024 17:00
07/24/2024,0,-0.1,13.5,14.1,13.8,0,07/07/2024 17:00
07/31/2024,0,0.2,13.65,14.65,14.15,0,07/07/2024 17:00
08/07/2024,0,0.2,5.6,19.45,14.15,0,07/07/2024 17:00
08/14/2024,0,,0.15,21.2,14.15,0,07/07/2024 17:00
08/21/2024,14.4,0.026,14.5,14.15,14.3738,"64,350",07/07/2024 17:00
09/18/2024,15.31,0.005,15.45,15.1,15.3046,"22,496",07/07/2024 17:00
10/16/2024,17.7,-0.003,17.8,17.52,17.7007,"12,986",07/07/2024 17:00
11/20/2024,17.23,0.054,17.25,16.97,17.204,"9,832",07/07/2024 17:00
12/18/2024,17.06,0.044,17.07,16.8,17.0444,"2,918",07/07/2024 17:00
01/22/2025,17.75,0,17.75,17.5,17.7,"1,028",07/07/2024 17:00
02/19/2025,18.05,0.05,18.09,17.85,18.05,213,07/07/2024 17:00
03/18/2025,18.25,0.025,18.4,18.17,18.35,39,07/07/2024 17:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 18:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 18:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 18:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 18:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 18:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 18:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 18:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 18:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 18:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 18:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 18:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 18:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 18:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 18:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 18:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 19:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 19:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 19:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 19:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 19:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 19:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 19:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 19:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 19:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 19:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 19:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 19:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 19:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 19:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 19:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 20:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 20:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 20:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 20:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 20:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 20:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 20:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 20:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 20:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 20:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 20:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 20:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 20:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 20:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 20:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 21:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 21:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 21:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 21:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 21:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 21:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 21:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 21:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 21:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 21:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 21:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 21:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 21:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 21:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 21:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 22:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 22:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 22:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 22:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 22:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 22:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 22:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 22:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 22:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 22:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 22:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 22:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 22:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 22:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 22:00
VIX,12.47,0.22,12.61,12.61,-,-,07/07/2024 23:00
07/10/2024,0,,0,0,13.025,0,07/07/2024 23:00
07/17/2024,0,,0,0,13.3033,0,07/07/2024 23:00
07/24/2024,0,,0,0,13.8,0,07/07/2024 23:00
07/31/2024,0,,0,0,14.15,0,07/07/2024 23:00
08/07/2024,0,,0,0,14.15,0,07/07/2024 23:00
08/14/2024,0,,0,0,14.15,0,07/07/2024 23:00
08/21/2024,0,,0,0,14.3738,0,07/07/2024 23:00
09/18/2024,0,,0,0,15.3046,0,07/07/2024 23:00
10/16/2024,0,,0,0,17.7007,0,07/07/2024 23:00
11/20/2024,0,,0,0,17.204,0,07/07/2024 23:00
12/18/2024,0,,0,0,17.0444,0,07/07/2024 23:00
01/22/2025,0,,0,0,17.7,0,07/07/2024 23:00
02/19/2025,0,,0,0,18.05,0,07/07/2024 23:00
03/18/2025,0,,0,0,18.35,0,07/07/2024 23:00
VIX,12.47,0.22,12.61,12.61,-,-,08/07/2024 00:00
07/10/2024,0,,0,0,13.025,0,08/07/2024 00:00
07/17/2024,13.35,0.047,13.35,13.3,13.3033,185,08/07/2024 00:00
07/24/2024,0,,0,0,13.8,0,08/07/2024 00:00
07/31/2024,0,,0,0,14.15,0,08/07/2024 00:00
08/07/2024,0,,0,0,14.15,0,08/07/2024 00:00
08/14/2024,0,,0,0,14.15,0,08/07/2024 00:00
08/21/2024,14.4,0.026,14.41,14.39,14.3738,23,08/07/2024 00:00
09/18/2024,15.35,0.045,15.35,15.35,15.3046,7,08/07/2024 00:00
10/16/2024,0,,0,0,17.7007,0,08/07/2024 00:00
11/20/2024,17.2,-0.004,17.2,17.2,17.204,7,08/07/2024 00:00
12/18/2024,0,,0,0,17.0444,0,08/07/2024 00:00
01/22/2025,0,,0,0,17.7,0,08/07/2024 00:00
02/19/2025,0,,0,0,18.05,0,08/07/2024 00:00
03/18/2025,0,,0,0,18.35,0,08/07/2024 00:00
VIX,12.47,0.22,12.61,12.61,-,-,08/07/2024 01:00
07/10/2024,0,,0,0,13.025,0,08/07/2024 01:00
07/17/2024,13.32,0.017,13.35,13.26,13.3033,469,08/07/2024 01:00
07/24/2024,0,,0,0,13.8,0,08/07/2024 01:00
07/31/2024,0,,0,0,14.15,0,08/07/2024 01:00
08/07/2024,0,,0,0,14.15,0,08/07/2024 01:00
08/14/2024,0,,0,0,14.15,0,08/07/2024 01:00
08/21/2024,14.36,-0.014,14.41,14.33,14.3738,778,08/07/2024 01:00
09/18/2024,15.35,0.045,15.35,15.28,15.3046,410,08/07/2024 01:00
10/16/2024,17.72,0.019,17.72,17.7,17.7007,145,08/07/2024 01:00
11/20/2024,17.22,0.016,17.22,17.2,17.204,104,08/07/2024 01:00
12/18/2024,17.02,-0.024,17.05,17.02,17.0444,8,08/07/2024 01:00
01/22/2025,17.7,0,17.7,17.7,17.7,4,08/07/2024 01:00
02/19/2025,0,,0,0,18.05,0,08/07/2024 01:00
03/18/2025,0,,0,0,18.35,0,08/07/2024 01:00
VIX,12.47,0.22,12.61,12.61,-,-,08/07/2024 02:00
07/10/2024,0,,0,0,13.025,0,08/07/2024 02:00
07/17/2024,13.3,-0.003,13.35,13.26,13.3033,470,08/07/2024 02:00
07/24/2024,0,,0,0,13.8,0,08/07/2024 02:00
