date;time;strategy;ticker;reasoning
2026-03-02;08:15;longeq;XOM;Exxon Mobil (oil prices rising on Iran conflict risk lifting energy names)Â
2026-03-02;08:15;longeq;CVX;Chevron (energy sector strength on crude price upside)Â
2026-03-02;08:15;longeq;AXON;Axon Enterprise (reported strong earnings driving stock gains)Â
2026-03-02;08:15;longeq;WDC;Western Digital (AI?infrastructure stocks climbing with market)Â
2026-03-02;08:15;longeq;COIN;Coinbase Global (crypto stocks higher on Bitcoin rally)Â
2026-03-03;08:16;longeq;XOM;Exxon Mobil (oil prices surge on Middle East conflict)
2026-03-03;08:16;longeq;CVX;Chevron (energy stocks rally amid supply concerns)
2026-03-03;08:16;longeq;BA;Boeing (defense demand rising on geopolitical tension)
2026-03-03;08:16;longeq;NOC;Northrop Grumman (defense sector strength on conflict news)
2026-03-03;08:16;longeq;GLD;SPDR Gold Trust (safe?haven gold up on risk aversion)Â
2026-03-04;08:15;longeq;XOM;Exxon Mobil (oil surge from Iran conflict and supply disruption risk)Â
2026-03-04;08:15;longeq;CVX;Chevron (energy equities bid as crude spikes on Hormuz threat)Â
2026-03-04;08:15;longeq;LMT;Lockheed Martin (defense demand rising after U.S.â€“Israel strikes on Iran)Â
2026-03-04;08:15;longeq;RTX;RTX Corp (military contracts and conflict-driven defense spending momentum)Â
2026-03-04;08:15;longeq;AVAV;AeroVironment (drone warfare demand and strong defense contract growth)Â
2026-03-05;08:15;longeq;XOM;Exxon Mobil (oil prices jump as Iran conflict disrupts supply routes)Â
2026-03-05;08:15;longeq;CVX;Chevron (energy majors bid with crude volatility and shipping disruption)Â
2026-03-05;08:15;longeq;LMT;Lockheed Martin (defense spending expectations rising with Middle East escalation)Â
2026-03-05;08:15;longeq;MRVL;Marvell Technology (AI data?center demand expected to lift earnings momentum)Â
2026-03-05;08:15;longeq;RTX;RTX Corp (missile defense and aerospace demand supported by geopolitical risk)Â
2026-03-06;08:16;longeq;XOM;Exxon Mobil (oil disruption risk from Strait of Hormuz crisis pushing crude higher)Â
2026-03-06;08:16;longeq;CVX;Chevron (energy majors bid as Middle East conflict drives supply fears)Â
2026-03-06;08:16;longeq;LMT;Lockheed Martin (defense stocks supported by escalating Iran conflict)Â
2026-03-06;08:16;longeq;AVGO;Broadcom (AI chip demand forecast lifting semiconductor momentum)Â
2026-03-06;08:16;longeq;AMZN;Amazon (stock rising on AI infrastructure investment announcements)Â
2026-03-07;08:16;longeq;XOM;Exxon Mobil (oil above $90 after Hormuz disruption and global supply shock)Â
2026-03-07;08:16;longeq;CVX;Chevron (energy sector momentum from escalating Iran conflict and crude spike)Â
2026-03-07;08:16;longeq;LMT;Lockheed Martin (defense demand rising amid expanding Middle East war risk)Â
2026-03-07;08:16;longeq;NOC;Northrop Grumman (military spending and geopolitical escalation supporting defense stocks)Â
2026-03-07;08:16;longeq;MRVL;Marvell Technology (AI chip outlook driving strong semiconductor momentum)Â
2026-03-08;08:16;longeq;XOM;Exxon Mobil (oil spike from Hormuz disruption and supply cuts)Â
2026-03-08;08:16;longeq;CVX;Chevron (energy producers bid as Middle East conflict constrains exports)Â
2026-03-08;08:16;longeq;SLB;Schlumberger (oilfield services gain from surge in upstream activity expectations)Â
2026-03-08;08:16;longeq;LMT;Lockheed Martin (defense demand rising amid expanding Iran war)Â
2026-03-08;08:16;longeq;TSM;Taiwan Semiconductor (AI chip demand and sector momentum)Â
2026-03-09;08:15;longeq;XOM;Exxon Mobil (oil above $110 after Iran war disrupts supply routes)Â
2026-03-09;08:15;longeq;CVX;Chevron (energy majors bid on crude spike and export disruptions)Â
2026-03-09;08:15;longeq;LMT;Lockheed Martin (defense spending expectations rising with escalating conflict)Â
2026-03-09;08:15;longeq;RTX;RTX Corp (missile and air?defense demand tied to Middle East war)Â
2026-03-09;08:15;longeq;BA;Boeing (defense and military aircraft demand increasing with geopolitical escalation)Â
2026-03-10;08:16;longeq;NVDA;NVIDIA (semiconductor rally lifting Nasdaq amid AI demand rotation)Â
2026-03-10;08:16;longeq;AMD;Advanced Micro Devices (chip stocks leading tech rebound in volatile market)Â
2026-03-10;08:16;longeq;AVGO;Broadcom (AI and semiconductor momentum driving tech sector strength)Â
2026-03-10;08:16;longeq;ON;ON Semiconductor (earnings beat and $6B buyback creating strong short-term momentum)Â
2026-03-10;08:16;longeq;LMT;Lockheed Martin (defense demand tied to escalation in Iran conflict)Â
2026-03-11;08:16;longeq;XOM;Exxon Mobil (oil market disruption from Strait of Hormuz crisis driving energy volatility)Â
2026-03-11;08:16;longeq;CVX;Chevron (geopolitical supply risk supporting oil majors despite price swings)Â
2026-03-11;08:16;longeq;NVDA;NVIDIA (AI chip demand and high trading volume sustaining semiconductor momentum)Â
2026-03-11;08:16;longeq;MU;Micron Technology (AI-driven memory demand and capacity expansion tightening supply)Â
2026-03-11;08:16;longeq;AVGO;Broadcom (analysts highlighting AI infrastructure spending tailwind for chips)Â
2026-03-12;08:16;longeq;XOM;Exxon Mobil (oil above $100 after tanker attacks and Hormuz disruption tightening supply)Â
2026-03-12;08:16;longeq;CVX;Chevron (energy majors bid as Middle East conflict threatens ~20% of global oil flows)Â
2026-03-12;08:16;longeq;MOS;Mosaic (fertilizer demand rises with energy price spike and commodity inflation expectations)Â
2026-03-12;08:16;longeq;ORCL;Oracle (strong premarket momentum and AI infrastructure spending tailwind)Â
2026-03-12;08:16;longeq;CF;CF Industries (fertilizer producers benefit from natural gas and agricultural input price surge)Â
2026-03-13;08:15;longeq;XOM;Exxon Mobil (oil near $100 amid largest global supply disruption tied to Hormuz conflict)Â
2026-03-13;08:15;longeq;CVX;Chevron (energy majors supported by sustained crude spike and constrained exports)Â
2026-03-13;08:15;longeq;CF;CF Industries (fertilizer equities rising with commodity inflation and energy price surge)Â
2026-03-13;08:15;longeq;LMT;Lockheed Martin (defense spending momentum from escalating Middle East war)Â
2026-03-13;08:15;longeq;PLTR;Palantir (AI-defense partnership expansion with Nvidia and government demand)Â
2026-03-14;08:15;longeq;XOM;Exxon Mobil (oil above $100 amid Hormuz supply disruption and tanker halt)Â
2026-03-14;08:15;longeq;CVX;Chevron (major integrated producer benefiting from tightening global crude supply)Â
2026-03-14;08:15;longeq;SLB;Schlumberger (oilfield services demand rises as producers react to supply shock)Â
2026-03-14;08:15;longeq;GLW;Corning (analyst target increases and strong momentum in optical infrastructure demand)Â
2026-03-14;08:15;longeq;RWE;RWE AG (analyst upgrade and strong earnings momentum in European energy sector)Â
2026-03-15;08:15;longeq;XOM;Exxon Mobil (oil above $100 as Hormuz disruption removes ~20% of global supply)Â
2026-03-15;08:15;longeq;CVX;Chevron (major integrated producer leveraged to ongoing Middle East supply shock)Â
2026-03-15;08:15;longeq;SLB;Schlumberger (oilfield services demand rising as producers react to supply shortages)Â
2026-03-15;08:15;longeq;LMT;Lockheed Martin (defense stocks bid amid escalating US?Iran military conflict)Â
2026-03-15;08:15;longeq;MOS;Mosaic (fertilizer prices spiking as Gulf supply disruption drives input shortages)Â
2026-03-16;08:15;longeq;XOM;Exxon Mobil (oil above $100 as Hormuz disruption removes large share of global supply)Â
2026-03-16;08:15;longeq;CVX;Chevron (oil majors surging with war-driven crude spike and supply shock)Â
2026-03-16;08:15;longeq;SLB;Schlumberger (oilfield services gain when producers accelerate drilling during price spikes)Â
2026-03-16;08:15;longeq;NVDA;NVIDIA (AI conference catalysts and strong premarket momentum in semis)Â
2026-03-16;08:15;longeq;MU;Micron Technology (memory stocks rising into earnings amid AI-driven demand tightness)Â
2026-03-17;08:15;longeq;XOM;Exxon Mobil (oil above $100 as Iran war disrupts ~20% of global supply through Hormuz)Â
2026-03-17;08:15;longeq;CVX;Chevron (major integrated producer leveraged to continued crude price spike)Â
2026-03-17;08:15;longeq;SLB;Schlumberger (oilfield services demand rises when producers respond to supply shock)Â
2026-03-17;08:15;longeq;NVDA;NVIDIA (AI rally continues around GTC event and global tech momentum)Â
2026-03-17;08:15;longeq;META;Meta Platforms (AI-driven tech bid pushing megacap momentum in recent sessions)Â
2026-04-23;08:16;longeq;XOM;Exxon Mobil (oil >$100 on Hormuz disruption tightening supply)Â
2026-04-23;08:16;longeq;CVX;Chevron (integrated major leveraged to sustained crude spike)Â
2026-04-23;08:16;longeq;LMT;Lockheed Martin (escalating Iran conflict drives defense demand)Â
2026-04-23;08:16;longeq;NVDA;NVIDIA (AI-led Nasdaq highs and persistent tech momentum)Â
2026-04-23;08:16;longeq;BA;Boeing (strong earnings momentum and recent stock surge)Â
2026-04-24;08:15;longeq;XOM;Exxon Mobil (oil near $110 on Hormuz disruption and supply shock)Â
2026-04-24;08:15;longeq;CVX;Chevron (integrated major directly leveraged to sustained crude spike)Â
2026-04-24;08:15;longeq;SLB;Schlumberger (upstream capex increases as producers react to supply shock)Â
2026-04-24;08:15;longeq;LMT;Lockheed Martin (escalating Iran conflict increases defense demand)Â
2026-04-24;08:15;longeq;BA;Boeing (defense and aerospace bid amid geopolitical escalation and earnings momentum)Â
2026-04-25;08:15;longeq;XOM;Exxon Mobil (oil spike persists on Middle East supply risk)
2026-04-25;08:15;longeq;CVX;Chevron (leveraged to elevated crude and tight supply)
2026-04-25;08:15;longeq;RTX;RTX Corp (defense demand bid on ongoing geopolitical tension)
2026-04-25;08:15;longeq;NVDA;NVIDIA (AI momentum and continued semiconductor inflows)
2026-04-25;08:15;longeq;TSLA;Tesla (EV sector rebound with risk-on tech sentiment)
2026-04-26;08:15;longeq;XOM;Â Exxon MobilÂ (crude strength persists on supply risk)
2026-04-26;08:15;longeq;CVX;Â ChevronÂ (high oil prices support intraday momentum)
2026-04-26;08:15;longeq;RTX;Â RTX CorpÂ (geopolitical tension sustaining defense inflows)
2026-04-26;08:15;longeq;NVDA;Â NVIDIAÂ (AI-driven momentum and strong sector flows)
2026-04-26;08:15;longeq;AMD;Â Advanced Micro DevicesÂ (semiconductor sympathy bid with AI leaders)
2026-04-27;08:16;longeq;XOM;Â Exxon MobilÂ (oil bid holds on persistent Middle East supply risk)
2026-04-27;08:16;longeq;CVX;Â ChevronÂ (follows crude strength with high intraday beta)
2026-04-27;08:16;longeq;LMT;Â Lockheed MartinÂ (defense flows continue on geopolitical escalation)
2026-04-27;08:16;longeq;NVDA;Â NVIDIAÂ (AI momentum and strong Nasdaq leadership)
2026-04-27;08:16;longeq;TSM;Â Taiwan Semiconductor Manufacturing CompanyÂ (chip sector strength tracking AI demand)
2026-04-28;08:15;longeq;BP;Â BP plcÂ (energy bid persists on supply uncertainty)
2026-04-28;08:15;longeq;SHEL;Â Shell plcÂ (oil majors tracking elevated crude)
2026-04-28;08:15;longeq;GD;Â General DynamicsÂ (defense inflows on sustained geopolitical risk)
2026-04-28;08:15;longeq;NVDA;Â NVIDIAÂ (continued AI-led momentum in semis)
2026-04-28;08:15;longeq;AMZN;Â AmazonÂ (mega-cap tech strength and market leadership)
2026-04-29;08:15;longeq;TOT;Â TotalEnergiesÂ (oil strength sustained with ongoing supply constraints)
2026-04-29;08:15;longeq;EOG;Â EOG ResourcesÂ (high beta shale exposure to elevated crude)
2026-04-29;08:15;longeq;NOC;Â Northrop GrummanÂ (defense bid persists amid geopolitical tension)
2026-04-29;08:15;longeq;AVGO;Â BroadcomÂ (AI and semiconductor momentum continuation)
2026-04-29;08:15;longeq;MSFT;Â MicrosoftÂ (mega-cap tech inflows and AI leadership support)
2026-04-30;08:15;longeq;RDS.A;Â Shell plcÂ (oil volatility and supply risk sustaining intraday upside)
2026-04-30;08:15;longeq;HAL;Â HalliburtonÂ (oilfield services bid with rising upstream activity)
2026-04-30;08:15;longeq;LHX;Â L3Harris TechnologiesÂ (defense demand tied to geopolitical escalation)
2026-04-30;08:15;longeq;NVDA;Â NVIDIAÂ (continued AI-driven momentum and liquidity inflows)
2026-04-30;08:15;longeq;META;Â Meta PlatformsÂ (strong mega-cap tech flows and ad recovery sentiment)
2026-05-01;08:15;longeq;COP;Â ConocoPhillipsÂ (crude strength on persistent supply disruption narrative)
2026-05-01;08:15;longeq;SLB;Â SchlumbergerÂ (oil services momentum with elevated drilling outlook)
2026-05-01;08:15;longeq;RTX;Â RTX CorpÂ (defense continuation on geopolitical risk premium)
2026-05-01;08:15;longeq;AVGO;Â BroadcomÂ (AI semiconductor bid remains strong)
2026-05-01;08:15;longeq;AAPL;Â AppleÂ (mega-cap inflows and earnings-driven momentum)
2026-05-02;08:15;longeq;XOM;Â Exxon MobilÂ (oil bid sustained by ongoing supply-side uncertainty)
2026-05-02;08:15;longeq;OXY;Â Occidental PetroleumÂ (levered crude exposure amplifies intraday moves)
2026-05-02;08:15;longeq;LMT;Â Lockheed MartinÂ (defense demand persists on elevated geopolitical risk)
2026-05-02;08:15;longeq;NVDA;Â NVIDIAÂ (AI momentum and liquidity concentration remain dominant)
2026-05-02;08:15;longeq;AMAT;Â Applied MaterialsÂ (semiconductor equipment strength tracking AI capex cycle)
2026-05-03;08:15;longeq;CVX;Â ChevronÂ (crude supported by persistent geopolitical supply risk)
2026-05-03;08:15;longeq;BP;Â BP plcÂ (energy sector momentum with elevated oil prices)
2026-05-03;08:15;longeq;NOC;Â Northrop GrummanÂ (defense inflows on sustained global tensions)
2026-05-03;08:15;longeq;AMD;Â Advanced Micro DevicesÂ (continued semiconductor strength tied to AI demand)
2026-05-03;08:15;longeq;GOOGL;Â AlphabetÂ (mega-cap tech bid and AI-driven sentiment)
2026-05-04;08:15;longeq;XOM;Â Exxon MobilÂ (oil holding highs on supply risk narrative)
2026-05-04;08:15;longeq;SLB;Â SchlumbergerÂ (services leverage to elevated upstream activity)
2026-05-04;08:15;longeq;LMT;Â Lockheed MartinÂ (defense bid persists with geopolitical overhang)
2026-05-04;08:15;longeq;NVDA;Â NVIDIAÂ (AI momentum and liquidity concentration intact)
2026-05-04;08:15;longeq;MSFT;Â MicrosoftÂ (continued mega-cap inflows tied to AI exposure)
2026-05-05;08:15;longeq;CVX;Â ChevronÂ (crude strength persists on supply-side tension)
2026-05-05;08:15;longeq;HAL;Â HalliburtonÂ (oilfield services bid with upstream momentum)
2026-05-05;08:15;longeq;RTX;Â RTX CorpÂ (defense flows on sustained geopolitical risk)
2026-05-05;08:15;longeq;NVDA;Â NVIDIAÂ (AI-driven liquidity concentration remains dominant)
2026-05-05;08:15;longeq;AMZN;Â AmazonÂ (mega-cap rotation with strong cloud/AI sentiment)
2026-05-06;08:12;longeq;PXD;Â Pioneer Natural ResourcesÂ (energy names bid on renewed crude supply concerns)
2026-05-06;08:12;longeq;GD;Â General DynamicsÂ (defense sector strength tied to geopolitical escalation)
2026-05-06;08:12;longeq;MU;Â Micron TechnologyÂ (memory and AI infrastructure momentum continues)
2026-05-06;08:12;longeq;META;Â Meta PlatformsÂ (AI spending narrative sustaining mega-cap inflows)
2026-05-06;08:12;longeq;TSM;Â Taiwan Semiconductor ManufacturingÂ (chip demand outlook remains strong on AI cycle)
2026-05-07;08:12;longeq;AVGO;Â BroadcomÂ (AI networking demand and semiconductor momentum remain strong)
2026-05-07;08:12;longeq;COP;Â ConocoPhillipsÂ (oil sector supported by tightening supply expectations)
2026-05-07;08:12;longeq;LHX;Â L3Harris TechnologiesÂ (defense names attracting flows on geopolitical instability)
2026-05-07;08:12;longeq;CRM;Â SalesforceÂ (enterprise AI spending narrative supporting software)
2026-05-07;08:12;longeq;UBER;Â Uber TechnologiesÂ (mobility and delivery strength with improving profitability)
2026-05-08;08:13;longeq;PLTR;Â Palantir TechnologiesÂ (AI and defense spending momentum remains elevated)
2026-05-08;08:13;longeq;SMCI;Â Super Micro ComputerÂ (continued demand for AI server infrastructure)
2026-05-08;08:13;longeq;OXY;Â Occidental PetroleumÂ (oil strength supported by geopolitical supply concerns)
2026-05-08;08:13;longeq;BA;Â BoeingÂ (renewed aerospace and defense order optimism)
2026-05-08;08:13;longeq;SNOW;Â SnowflakeÂ (enterprise AI and data platform rotation continues)
2026-05-09;08:13;longeq;PANW;Â Palo Alto NetworksÂ (cybersecurity demand elevated after global cyber incident headlines)
2026-05-09;08:13;longeq;ARM;Â Arm HoldingsÂ (AI semiconductor momentum and licensing strength continue)
2026-05-09;08:13;longeq;NOC;Â Northrop GrummanÂ (defense sector bid remains strong on geopolitical tension)
2026-05-09;08:13;longeq;FSLR;Â First SolarÂ (renewable energy support tied to new policy initiatives)
2026-05-09;08:13;longeq;AMD;Â Advanced Micro DevicesÂ (AI accelerator demand and chip sector strength persist)
2026-05-10;08:13;longeq;CRWD;Â CrowdStrike HoldingsÂ (cybersecurity demand rising after new global breach reports)
2026-05-10;08:13;longeq;LMT;Â Lockheed MartinÂ (defense flows continue on escalating geopolitical risk)
2026-05-10;08:13;longeq;MRVL;Â Marvell TechnologyÂ (AI networking and data-center demand remain strong)
2026-05-10;08:13;longeq;XOM;Â Exxon MobilÂ (energy sector supported by higher crude volatility)
2026-05-10;08:13;longeq;SHOP;Â ShopifyÂ (e-commerce momentum and strong growth sentiment)
2026-05-11;08:13;longeq;ANET;Â Arista NetworksÂ (AI data-center networking demand remains strong)
2026-05-11;08:13;longeq;RTX;Â RTX CorpÂ (defense stocks supported by ongoing geopolitical tensions)
2026-05-11;08:13;longeq;DVN;Â Devon EnergyÂ (oil producers bid on renewed crude supply concerns)
2026-05-11;08:13;longeq;NOW;Â ServiceNowÂ (enterprise AI workflow spending continues accelerating)
2026-05-11;08:13;longeq;TSLA;Â TeslaÂ (EV momentum and autonomous driving optimism returning)
2026-05-12;08:13;longeq;NVDA;Â NVIDIAÂ (AI infrastructure demand and semiconductor momentum remain dominant)
2026-05-12;08:13;longeq;PWR;Â Quanta ServicesÂ (power-grid and data-center buildout spending accelerating)
2026-05-12;08:13;longeq;HII;Â Huntington Ingalls IndustriesÂ (defense sector strength tied to naval spending focus)
2026-05-12;08:13;longeq;MSTR;Â MicroStrategyÂ (bitcoin strength driving high-beta crypto equity flows)
2026-05-12;08:13;longeq;DDOG;Â DatadogÂ (cloud and AI observability demand supporting software momentum)
2026-05-13;08:13;longeq;TTWO;Â Take-Two Interactive SoftwareÂ (gaming sector momentum tied to major release expectations)
2026-05-13;08:13;longeq;GEV;Â GE VernovaÂ (power infrastructure demand rising from AI data-center expansion)
2026-05-13;08:13;longeq;MU;Â Micron TechnologyÂ (memory-chip pricing and AI server demand strengthening)
2026-05-13;08:13;longeq;GD;Â General DynamicsÂ (defense spending outlook remains supportive globally)
2026-05-13;08:13;longeq;NET;Â CloudflareÂ (cybersecurity and AI traffic growth driving momentum)
2026-05-14;08:13;longeq;AVGO;Â BroadcomÂ (AI networking and custom chip demand remain elevated)
2026-05-14;08:13;longeq;PLTR;Â Palantir TechnologiesÂ (government and defense AI spending momentum continuing)
2026-05-14;08:13;longeq;HAL;Â HalliburtonÂ (energy services supported by rising crude supply concerns)
2026-05-14;08:13;longeq;ZS;Â ZscalerÂ (cybersecurity strength after renewed enterprise threat warnings)
2026-05-14;08:13;longeq;RKLB;Â Rocket LabÂ (space and defense launch sector attracting speculative flows)
2026-05-15;08:13;longeq;SMCI;Â Super Micro ComputerÂ (AI server demand and infrastructure spending remain aggressive)
2026-05-15;08:13;longeq;BA;Â BoeingÂ (commercial aerospace rebound and defense order flow improving)
2026-05-15;08:13;longeq;CRDO;Â Credo Technology GroupÂ (high-speed connectivity demand tied to AI clusters accelerating)
2026-05-15;08:13;longeq;NEE;Â NextEra EnergyÂ (utilities and power-generation names gaining on AI electricity demand)
2026-05-15;08:13;longeq;APP;Â AppLovinÂ (ad-tech momentum and strong growth sentiment continuing)
2026-05-16;08:15;longeq;AMD;Â Advanced Micro DevicesÂ (AI chip demand and semiconductor momentum remain strong)
2026-05-16;08:15;longeq;KTOS;Â Kratos Defense & Security SolutionsÂ (drone and defense-tech spending trends accelerating)
2026-05-16;08:15;longeq;CEG;Â Constellation EnergyÂ (nuclear and power demand tied to AI infrastructure growth)
2026-05-16;08:15;longeq;SNOW;Â SnowflakeÂ (enterprise AI data-platform spending continuing higher)
2026-05-16;08:15;longeq;FSLR;Â First SolarÂ (clean-energy manufacturing support and energy-security focus)
2026-05-17;08:16;longeq;ARM;Â Arm HoldingsÂ (AI smartphone and datacenter chip demand strengthening)
2026-05-17;08:16;longeq;LMT;Â Lockheed MartinÂ (global defense spending and missile demand remain elevated)
2026-05-17;08:16;longeq;VRT;Â Vertiv HoldingsÂ (AI datacenter cooling and power infrastructure momentum continuing)
2026-05-17;08:16;longeq;PANW;Â Palo Alto NetworksÂ (cybersecurity spending supported by rising state-linked threats)
2026-05-17;08:16;longeq;NRG;Â NRG EnergyÂ (power-demand surge tied to AI compute expansion)
2026-05-18;08:15;longeq;ANET;Â Arista NetworksÂ (AI datacenter networking demand continuing to accelerate)
2026-05-18;08:15;longeq;RTX;Â RTX CorporationÂ (global missile-defense and aerospace spending remain elevated)
2026-05-18;08:15;longeq;MRVL;Â Marvell TechnologyÂ (custom AI silicon and cloud connectivity momentum strong)
2026-05-18;08:15;longeq;ETN;Â EatonÂ (electrical infrastructure demand rising from power-grid expansion)
2026-05-18;08:15;longeq;CYBR;Â CyberArkÂ (identity-security demand increasing after new cyber threat escalation)
2026-05-19;08:15;longeq;NBIS;Â Nebius GroupÂ (AI infrastructure and GPU-cloud demand momentum strengthening)
2026-05-19;08:15;longeq;HWM;Â Howmet AerospaceÂ (commercial aerospace production and defense demand remain strong)
2026-05-19;08:15;longeq;ALAB;Â Astera LabsÂ (AI datacenter connectivity and scaling demand accelerating)
2026-05-19;08:15;longeq;OKLO;Â OkloÂ (nuclear-energy interest rising on AI power consumption themes)
2026-05-19;08:15;longeq;FTNT;Â FortinetÂ (cybersecurity spending supported by increased global threat activity)
2026-01-06;08:15;longall;DJI;Dow Jones Industrial Average futures (global equities rally led by energy and banks)Â
2026-01-06;08:15;longall;FTSE;FTSE 100 Index (defence and mining strength on geopolitical risk)Â
2026-01-06;08:15;longall;CL1;WTI Crude Oil futures (energy stocks strong post?Venezuela news)Â
2026-01-06;08:15;longall;XAU;Gold Spot (safe?haven asset rising on uncertainty)Â
2026-01-06;08:15;longall;USDJPY;USD/JPY FX (dollar weakness narrative may fuel carry and risk flows)Â
2026-01-07;08:15;longall;SPY;SPDR S&P 500 ETF (global equities up on strong inflows and optimism)Â
2026-01-07;08:15;longall;FTSE;FTSE 100 Index (miners and energy driving higher highs)Â
2026-01-07;08:15;longall;XAUUSD;Gold Spot (safe-haven rising after geopolitical shocks)Â
2026-01-07;08:15;longall;WTI;WTI Crude Oil futures (oil supported despite geopolitical risk)Â
2026-01-07;08:15;longall;EURUSD;EUR/USD FX (dollar steadies with euro supported ahead of data)Â
2026-01-09;08:16;longall;XLE;Energy Select Sector ETF (US energy stocks rallied on Venezuelan geopolitical shift)Â
2026-01-09;08:16;longall;WTI/CL1;WTI Crude Oil futures (oil rebounded in recent trading on macro and supply news)Â
2026-01-09;08:16;longall;GLD;Gold Spot (precious metals supported by safe-haven demand and inflows)Â
2026-01-09;08:16;longall;USD/JPY;FX (yen weaker and risk assets supported by softer dollar backdrop)Â
2026-01-10;08:14;longall;DAX;Germany 40 Index (European stocks at highs led by miners and tech)Â
2026-01-10;08:14;longall;WTI;Crude Oil futures (oil prices rising on supply/geopolitical risk)Â
2026-01-10;08:14;longall;GLD;Gold Spot (precious metals bid amid market uncertainty)Â
2026-01-10;08:14;longall;EURUSD;EUR/USD FX (euro holding firm as dollar pressure persists)Â
2026-01-11;08:15;longall;XLF;Financials ETF (bank earnings and bond market activity supporting financials)Â
2026-01-11;08:15;longall;XME;Metals & Mining ETF (miner consolidation news and commodity strength)Â
2026-01-11;08:15;longall;XAUUSD;Gold (safe haven strength with price testing upside levels)Â
2026-01-11;08:15;longall;EURUSD;FX (euro stronger on macro flows versus dollar)Â
2026-01-14;08:15;longall;N225;Nikkei 225 index (Japan stocks up sharply supporting global risk sentiment)Â
2026-01-14;08:15;longall;EURUSD;Euro vs US dollar (dollar weakening supports euro strength)Â
2026-01-20;08:15;longall;XAUUSD;Gold futures (prices surged past records on risk aversion and safe-haven flows).Â
2026-01-20;08:15;longall;CHFUSD;Swiss franc FX (safe-haven currency strength on rising geopolitical tensions).Â
2026-01-20;08:15;longall;COPPER;Copper futures (industrial metals supported by broader commodity buying).Â
2026-01-22;08:15;longall;N225;Nikkei 225 index (Asian equities rallied on risk?on sentiment)Â
2026-01-22;08:15;longall;EURUSD;Euro FX (euro strengthening as U.S. dollar slips on policy uncertainty)Â
2026-01-22;08:15;longall;WTI;Crude oil futures (energy demand optimism with supply signals stabilizing)Â
2026-01-22;08:15;longall;SOYB;Soybean futures (agricultural commodities showing positive price action)Â
2026-01-24;08:16;longall;XAUUSD;Gold futures (safe?haven demand rising with prices near record on geopolitical risk).Â
2026-01-24;08:16;longall;DBC;Invesco DB Commodity Index (broad commodities up with metals and energy momentum).Â
2026-01-24;08:16;longall;EURUSD;Euro FX (USD weakness and euro strength in recent FX flows).Â
2026-01-24;08:16;longall;N225;Nikkei 225 (Japanese equities gaining as risk sentiment rebounds).Â
2026-01-25;08:15;longall;SPY;S&P 500 ETF (markets have steadied with relief on trade tensions and risk?on rotation).Â
2026-01-25;08:15;longall;XAUUSD;Gold futures (safe?haven flows persist as geopolitical risk and macro uncertainty stay elevated).Â
2026-01-25;08:15;longall;USDJPY;FX pair (yen strength reversal trade following Fed rate check headlines).Â
2026-01-25;08:15;longall;WTI;Crude oil futures (energy bouncing with broader commodity support and risk appetite).Â
2026-01-26;08:16;longall;XAUUSD;Gold futures (prices at record highs on safe?haven demand and geopolitical tensions).Â
2026-01-26;08:16;longall;EURUSD;Euro vs US Dollar (bullish momentum after tariff risk recedes and outlook positive).Â
2026-01-26;08:16;longall;N225;Nikkei 225 index (Asia equities recovering with risk appetite returning).Â
2026-01-26;08:16;longall;SPY;S&P 500 ETF (equity risk assets buoyed by earnings prospects and macro stability).Â
2026-01-28;08:16;longall;NQ=F;Nasdaq 100 E?mini (futures up ahead of big tech earnings?driven upside)Â
2026-01-28;08:16;longall;ES=F;S&P 500 E?mini (record highs and broad equity momentum)Â
2026-01-28;08:16;longall;XAUUSD;Gold spot (record gold prices on weak dollar and safe haven flows)Â
2026-01-28;08:16;longall;AUDUSD;Australian dollar (Aussie strengthened on data and weak USD)Â
2026-01-28;08:16;longall;CL=F;Crude oil futures (oil near multi?week highs on supply concerns)Â
2026-01-29;08:15;longall;NQ=F;Nasdaq 100 E?mini (tech and AI optimism lifting futures)Â
2026-01-29;08:15;longall;GC=F;Gold (record highs on safe haven flows and dollar weakness)Â
2026-01-29;08:15;longall;HG=F;Copper (prices at record on supply concerns and risk assets)Â
2026-01-29;08:15;longall;AUDUSD;Australian dollar (commodity proxy strengthening with metals)Â
2026-01-29;08:15;longall;CL=F;Crude oil (firmer energy complex amid geopolitical noise)Â
2026-01-30;08:15;longall;NQ=F;Nasdaq 100 E?mini (tech rebound support after earnings surprises in select AI names)Â
2026-01-30;08:15;longall;CL=F;Crude Oil Futures (geopolitical Iran tension lifting oil price highs)Â
2026-01-30;08:15;longall;EMB;Emerging Markets Bond ETF (EM local assets outperform as dollar slides)Â
2026-01-30;08:15;longall;USD/JPY;FX Pair (risk sentiment shift supports USD and carry flows)Â
2026-01-30;08:15;longall;XAU/USD;Gold Spot (safe?haven demand persists after volatility despite recent pullback)Â
2026-01-31;08:15;longall;NQ=F;Nasdaq 100 E?mini (equities bias supported by weaker dollar and growth outlook)Â
2026-01-31;08:15;longall;CL=F;Brent Crude (geopolitical risk and supply focus sustaining energy prices)Â
2026-01-31;08:15;longall;USD/JPY;FX pair (dollar strength amid monetary policy uncertainty)Â
2026-01-31;08:15;longall;EEM;MSCI Emerging Markets ETF (EM equities outperform on macro and FX tailwinds)Â
2026-01-31;08:15;longall;IEF;7?10Y Treasury ETF (yields stabilizing with divergence in global rates)Â
