date;time;strategy;ticker;side;confidence;reasoning
2026-01-08;08:15;longeq;KS11;long;;KOSPI Index ETF (South Korea shares hit fresh record highs)Â
2026-01-08;08:15;longeq;LLY;long;;Eli Lilly (breakout strength after sector leadership in healthcare)Â
2026-01-08;08:15;longeq;WTI;long;;US Oil Fund (oil prices stabilizing after volatility)Â
2026-01-09;;daily_sentiment;CPRT;short;58;
2026-01-09;;daily_sentiment;F;short;62;
2026-01-09;;daily_sentiment;GM;short;62;
2026-01-09;;daily_sentiment;GOOG;short;58;
2026-01-09;;daily_sentiment;GOOGL;long;58;
2026-01-09;;daily_sentiment;MSFT;long;58;
2026-01-09;;daily_sentiment;NVDA;long;58;
2026-01-09;;daily_top5;CPRT;long;58;
2026-01-09;;daily_top5;F;long;62;
2026-01-09;;daily_top5;GM;long;62;
2026-01-09;;daily_top5;GOOG;long;58;
2026-01-09;;daily_top5;GOOGL;long;58;
2026-01-09;;daily_top5;MSFT;long;58;
2026-01-09;;daily_top5;NVDA;long;58;
2026-01-09;08:16;longall;GLD;long;;Gold Spot (precious metals supported by safe-haven demand and inflows)Â
2026-01-09;08:16;longall;USD/JPY;long;;FX (yen weaker and risk assets supported by softer dollar backdrop)Â
2026-01-09;08:16;longall;WTI/CL1;long;;WTI Crude Oil futures (oil rebounded in recent trading on macro and supply news)Â
2026-01-09;08:16;longall;XLE;long;;Energy Select Sector ETF (US energy stocks rallied on Venezuelan geopolitical shift)Â
2026-01-10;08:14;longall;DAX;long;;Germany 40 Index (European stocks at highs led by miners and tech)Â
2026-01-10;08:14;longall;EURUSD;long;;EUR/USD FX (euro holding firm as dollar pressure persists)Â
2026-01-10;08:14;longall;GLD;long;;Gold Spot (precious metals bid amid market uncertainty)Â
2026-01-10;08:14;longall;WTI;long;;Crude Oil futures (oil prices rising on supply/geopolitical risk)Â
2026-01-11;08:15;longall;EURUSD;long;;FX (euro stronger on macro flows versus dollar)Â
2026-01-11;08:15;longall;XAUUSD;long;;Gold (safe haven strength with price testing upside levels)Â
2026-01-11;08:15;longall;XLF;long;;Financials ETF (bank earnings and bond market activity supporting financials)Â
2026-01-11;08:15;longall;XME;long;;Metals & Mining ETF (miner consolidation news and commodity strength)Â
2026-01-11;08:15;longeq;BAE;long;;BAE Systems (defense stocks at record highs on military spending)Â
2026-01-11;08:15;longeq;GS;long;;Goldman Sachs (banks in buy zones as markets hit records)Â
2026-01-11;08:15;longeq;JPM;long;;JPMorgan Chase (banks expected to report higher profits, financials strong)Â
2026-01-11;08:15;longeq;LEN;long;;Lennar (pre?market gainer with strong early trend)Â
2026-01-11;08:15;longeq;STX;long;;Seagate Technology (AI/data storage breakout momentum)Â
2026-01-12;;daily_sentiment;AAPL;long;62;
2026-01-12;;daily_sentiment;ALGT;short;60;
2026-01-12;;daily_sentiment;LITE;short;55;
2026-01-12;;daily_sentiment;MSFT;long;62;
2026-01-12;;daily_sentiment;SCAQ;short;45;
2026-01-12;;daily_top5;AAPL;long;62;
2026-01-12;;daily_top5;ALGT;long;60;
2026-01-12;;daily_top5;LITE;long;55;
2026-01-12;;daily_top5;MSFT;long;62;
2026-01-12;;daily_top5;SCAQ;long;45;
2026-01-12;08:15;longeq;GS;long;;Goldman Sachs (earnings watch supports upside)Â
2026-01-12;08:15;longeq;HD;long;;Home Depot (recent top gainer, consumer resilience)Â
2026-01-12;08:15;longeq;JPM;long;;JPMorgan (futures fall but earnings catalyst this week)Â
2026-01-12;08:15;longeq;TSMC;long;;Taiwan Semiconductor (earnings focus, buy zone cited)Â
2026-01-12;08:15;longeq;VST;long;;Vistra Energy (energy strength noted in premarket)Â
2026-01-13;;daily_sentiment;AAPL;short;58;
2026-01-13;;daily_sentiment;AMZN;long;65;
2026-01-13;;daily_sentiment;MSFT;long;66;
2026-01-13;;daily_sentiment;NVDA;short;62;
2026-01-13;;daily_sentiment;PLTR;short;58;
2026-01-13;;daily_top5;AAPL;long;58;
2026-01-13;;daily_top5;AMZN;long;65;
2026-01-13;;daily_top5;MSFT;long;66;
2026-01-13;;daily_top5;NVDA;long;62;
2026-01-13;;daily_top5;PLTR;long;58;
2026-01-13;08:15;longeq;ADV;long;;Advantest (Japan record highs supporting tech sector strength)Â
2026-01-13;08:15;longeq;AKAM;long;;Akamai Technologies (gained recently in top mover lists)Â
2026-01-13;08:15;longeq;NVDA;long;;Nvidia (futures recovery and breakout signals in pre?market movers)Â
2026-01-13;08:15;longeq;TSLA;long;;Tesla (technical regain of key levels noted alongside major futures news)Â
2026-01-13;08:15;longeq;WMT;long;;Walmart (breakout past consolidation buy point in pre?market action)Â
2026-01-13;08:16;short;USD/JPY;short;;Yen weakness extreme but corrective risk rising as carry unwinds into key data, topside rejection pressure.Â
2026-01-14;;daily_sentiment;AAPL;long;62;
2026-01-14;;daily_sentiment;AMZN;long;62;
2026-01-14;;daily_sentiment;MSFT;long;70;
2026-01-14;;daily_sentiment;NVDA;long;65;
2026-01-14;;daily_sentiment;PLTR;long;60;
2026-01-14;;daily_top5;AAPL;long;62;
2026-01-14;;daily_top5;AMZN;long;62;
2026-01-14;;daily_top5;MSFT;long;70;
2026-01-14;;daily_top5;NVDA;long;65;
2026-01-14;;daily_top5;PLTR;long;60;
2026-01-14;08:15;longall;EURUSD;long;;Euro vs US dollar (dollar weakening supports euro strength)Â
2026-01-14;08:15;longall;N225;long;;Nikkei 225 index (Japan stocks up sharply supporting global risk sentiment)Â
2026-01-14;08:16;longeq;AHMA;long;;Ambitions Enterprise Management (strong premarket gains)Â
2026-01-14;08:16;longeq;ATON;long;;AlphaTON Capital (high volatility premarket breakout)Â
2026-01-14;08:16;longeq;BCTX;long;;BriaCell Therapeutics (significant pre?market percentage gain)Â
2026-01-14;08:16;longeq;DCOY;long;;Decoy Therapeutics (notable pre?market momentum)Â
2026-01-14;08:16;longeq;XAIR;long;;Beyond Air (major premarket upside move)Â
2026-01-15;;daily_sentiment;AMZN;long;60;
2026-01-15;;daily_sentiment;INTC;short;60;
2026-01-15;;daily_sentiment;LHX;long;58;
2026-01-15;;daily_sentiment;MS;long;55;
2026-01-15;;daily_sentiment;VZ;short;60;
2026-01-15;;daily_top5;AMZN;long;60;
2026-01-15;;daily_top5;INTC;long;60;
2026-01-15;;daily_top5;LHX;long;58;
2026-01-15;;daily_top5;MS;long;55;
2026-01-15;;daily_top5;VZ;long;60;
2026-01-15;08:15;longeq;GOOGL;long;;Alphabet (AI execution beating expectations)Â
2026-01-15;08:15;longeq;LHX;long;;L3Harris Technologies (defense spending support)Â
2026-01-15;08:15;longeq;MOD;long;;Moderna (strong healthcare earnings momentum)Â
2026-01-15;08:15;longeq;SNDK;long;;Sandisk (analyst calls for follow?through gains after surge)Â
2026-01-15;08:15;longeq;WDC;long;;Western Digital (memory stock inflows from AI demand)Â
2026-01-15;08:16;short;C;short;;Citigroup (C) - Bank earnings disappointment dragging financial stocks lower.Â
2026-01-15;08:16;short;EURUSD;short;;FX pair in descending channel with technical bearish structure.Â
2026-01-15;08:16;short;QQQ;short;;Nasdaq/tech exposure losing momentum on broad tech declines and rotation out of growth.Â
2026-01-15;08:16;short;SPY;short;;U.S. equities slumping on bank earnings weakness and tech sell?off, short bias persists.Â
2026-01-16;;daily_sentiment;AMZN;long;68;
2026-01-16;;daily_sentiment;GS;short;60;
2026-01-16;;daily_sentiment;HON;long;58;
2026-01-16;;daily_sentiment;NVDA;long;62;
2026-01-16;;daily_sentiment;VZ;short;68;
2026-01-16;;daily_top5;AMZN;long;68;
2026-01-16;;daily_top5;GS;long;60;
2026-01-16;;daily_top5;HON;long;58;
2026-01-16;;daily_top5;NVDA;long;62;
2026-01-16;;daily_top5;VZ;long;68;
2026-01-16;08:15;longeq;GS;long;;Goldman Sachs (recent earnings beat and M&A optimism)Â
2026-01-16;08:15;longeq;INFY;long;;Infosys (in focus with mixed global cues and local market strength)Â
2026-01-16;08:15;longeq;NVDA;long;;Nvidia (AI demand and strong chip earnings support short?term upside)Â
2026-01-16;08:15;longeq;TSM;long;;Taiwan Semiconductor (robust profits driving sector momentum)Â
2026-01-16;08:15;longeq;WIPRO;long;;Wipro (IT sector leadership amid Nifty gains)Â
2026-01-16;08:16;short;ASML;short;;ASML Holding NV (European tech/semiconductor exposure vulnerable to risk?off flows after global equities shift lower).Â
2026-01-16;08:16;short;CL=F;short;;WTI Crude Oil (failed breakout and short?term bearish technical setup).Â
2026-01-16;08:16;short;ES=F;short;;S&P 500 E?mini futures (broader risk?off bias after weaker commodities and cautious risk sentiment in Asia).Â
2026-01-16;08:16;short;N225;short;;Nikkei 225 Index (technical and fundamental bearish signals amid tightening BOJ hawkish bets).Â
2026-01-17;08:16;longeq;GEV;long;;GE Vernova (recent uplift on special electricity auction and stock mover status)Â
2026-01-17;08:16;longeq;HOVS.NS;long;;HandsOn Global (oversold bounce setup in pre-market)Â
2026-01-17;08:16;longeq;MU;long;;Micron Technology (strong recent insider buying and memory sector momentum)Â
2026-01-17;08:16;longeq;RUT;long;;Russell 2000 ETF (small cap strength and record run indicating broad momentum)Â
2026-01-18;08:15;longeq;ALB;long;;Albemarle (lithium demand driving price breakout and investor interest)Â
2026-01-18;08:15;longeq;BAESY;long;;BAE Systems (European defence stocks up on geopolitical tension)Â
2026-01-18;08:15;longeq;BLK;long;;BlackRock (strong earnings and inflows suggesting short-term continuation)Â
2026-01-18;08:15;longeq;NVDA;long;;Nvidia (chip stocks rebound as AI demand and earnings strength lift sector)Â
2026-01-18;08:15;longeq;TSMC;long;;Taiwan Semiconductor (earnings beat and AI capex driving semiconductor momentum)Â
2026-01-18;08:15;short;BTC/USD;short;;technical bearish momentum with breakdown risk toward support.Â
2026-01-18;08:15;short;EUR/USD;short;;chart momentum bearish with pullback resistance intact.Â
2026-01-18;08:15;short;SPY;short;;macro risk-off pressure, large caps lag on mixed global sentiment and rotation out of growth.Â
2026-01-18;08:15;short;WTI;short;;bearish technical channel with supply surplus outlook and recent oil slide on easing geopolitical risk.Â
2026-01-18;08:15;short;XLF;short;;financials underperform after bank earnings weakness and equity downdrafts.Â
2026-01-19;;daily_sentiment;DIS;short;58;
2026-01-19;;daily_sentiment;JPM;long;58;
2026-01-19;;daily_sentiment;MU;short;62;
2026-01-19;;daily_sentiment;NVDA;neutral;56;
2026-01-19;;daily_sentiment;UNH;short;62;
2026-01-19;;daily_top5;DIS;long;58;
2026-01-19;;daily_top5;JPM;long;58;
2026-01-19;;daily_top5;MU;long;62;
2026-01-19;;daily_top5;NVDA;long;56;
2026-01-19;;daily_top5;UNH;long;62;
2026-01-19;08:15;longeq;IBEX;long;;Ibex Ltd (record results and guidance lift)Â
2026-01-19;08:15;longeq;LLY;long;;Eli Lilly (continued GLP?1 market leadership)Â
2026-01-19;08:15;longeq;PMI.SW;long;;Philip Morris International (pre?market breakout momentum)Â
2026-01-19;08:15;longeq;RHM.DE;long;;Rheinmetall (Bernstein defense sector support amid geo risk)Â
2026-01-19;08:15;longeq;SPNT;long;;SiriusPoint (sector expansion and strong ratings)Â
2026-01-19;08:15;short;BAC;short;;Bank of America - banking sector weakness persists after mixed earnings and regulatory pressure.Â
2026-01-19;08:15;short;C;short;;Citigroup - stock falling on recent earnings miss and bank sector weakness.Â
2026-01-19;08:15;short;ES_F;short;;S&P 500 E?mini futures - global risk off after Trumpâ€™s tariff threat on Europe weakens sentiment.Â
2026-01-19;08:15;short;NQ_F;short;;Nasdaq 100 E?mini futures - tech and growth are under pressure as futures slide on tariff and risk aversion.Â
2026-01-20;;daily_sentiment;GE;long;62;
2026-01-20;;daily_sentiment;MCHP;short;62;
2026-01-20;;daily_sentiment;MMM;short;58;
2026-01-20;;daily_sentiment;NVDA;long;64;
2026-01-20;;daily_sentiment;UAL;short;58;
2026-01-20;;daily_top5;GE;long;62;
2026-01-20;;daily_top5;MCHP;long;62;
2026-01-20;;daily_top5;MMM;long;58;
2026-01-20;;daily_top5;NVDA;long;64;
2026-01-20;;daily_top5;UAL;long;58;
2026-01-20;08:15;longall;CHFUSD;long;;Swiss franc FX (safe-haven currency strength on rising geopolitical tensions).Â
2026-01-20;08:15;longall;COPPER;long;;Copper futures (industrial metals supported by broader commodity buying).Â
2026-01-20;08:15;longall;XAUUSD;long;;Gold futures (prices surged past records on risk aversion and safe-haven flows).Â
2026-01-20;08:15;longeq;GM;long;;General Motors (auto demand and defensive buy zones noted after risk rotation)Â
2026-01-20;08:15;longeq;GOLD;long;;Barrick Gold (safe-haven demand surging with geopolitical/tariff risk)Â
2026-01-20;08:15;longeq;NVDA;long;;Nvidia (AI demand and strong sector positioning amid mixed market sentiment)Â
2026-01-20;08:15;longeq;XLI;long;;Industrial Select Sector SPDR (hedge fund inflows into industrials suggest short-term strength)Â
2026-01-20;08:15;short;BAS.DE;short;;BASF - stock down after analyst warning on weak volumes and pricing weakening sector outlook.Â
2026-01-20;08:15;short;DAX;short;;Germany 40 index - European markets falling on tariff escalation fears and risk aversion.Â
2026-01-20;08:15;short;ES_F;short;;S&P 500 E-mini futures - global equities sliding on renewed tariff/tension risk and risk?off flows.Â
2026-01-20;08:15;short;EURUSD;short;;Euro vs US dollar - euro weakening on risk aversion while dollar safe?haven bids spike volatility.Â
2026-01-20;08:15;short;NQ_F;short;;Nasdaq 100 E-mini futures - technical bearish and sell pressure as trade war risk drags tech sentiment.Â
2026-01-21;;daily_sentiment;AMZN;long;62;
2026-01-21;;daily_sentiment;KHC;short;55;
2026-01-21;;daily_sentiment;MU;long;55;
2026-01-21;;daily_sentiment;NFLX;short;58;
2026-01-21;;daily_sentiment;UAL;short;64;
2026-01-21;;daily_top5;AMZN;long;62;
2026-01-21;;daily_top5;KHC;long;55;
2026-01-21;;daily_top5;MU;long;55;
2026-01-21;;daily_top5;NFLX;long;58;
2026-01-21;;daily_top5;UAL;long;64;
2026-01-21;08:15;longeq;EMAR.DU;long;;Emaar Properties (UAE stocks up tracking oil and real estate gains)Â
2026-01-21;08:15;longeq;GOLD;long;;Newmont Corp (safe haven demand rising on global selloff)Â
2026-01-21;08:15;longeq;UAL;long;;United Airlines (after?hours solid results lifting airline stocks)Â
2026-01-21;08:15;longeq;WDC;long;;Western Digital (memory chip inflows amid AI demand)Â
2026-01-21;08:15;longeq;XAUUSD;long;;Barrick Gold (gold prices hitting records amid volatility)Â
2026-01-21;08:15;short;ES_F;short;;S&P 500 E?mini â€“ equity futures sliding on global risk?off after tariff and geopolitical shock.Â
2026-01-21;08:15;short;EURUSD;short;;Euro vs US Dollar â€“ technical RSI/MACD bearish beneath key levels on risk aversion flows.Â
2026-01-21;08:15;short;NQ_F;short;;Nasdaq 100 E?mini â€“ tech weakness amid broader selloff and bearish momentum in software space.Â
2026-01-21;08:15;short;WTI;short;;Crude Oil â€“ oil under pressure in risk?off trades, bearish short?term supply/demand signals.Â
2026-01-21;08:15;short;ZARUSD;short;;South African rand vs USD â€“ EM currency weakening on risk?off sentiment and capital shifts.Â
2026-01-22;;daily_sentiment;AMD;short;58;
2026-01-22;;daily_sentiment;INTC;short;58;
2026-01-22;;daily_sentiment;JNJ;long;62;
2026-01-22;;daily_sentiment;NFLX;short;58;
2026-01-22;;daily_sentiment;UAL;long;62;
2026-01-22;;daily_top5;AMD;long;58;
2026-01-22;;daily_top5;INTC;long;58;
2026-01-22;;daily_top5;JNJ;long;62;
2026-01-22;;daily_top5;NFLX;long;58;
2026-01-22;;daily_top5;UAL;long;62;
2026-01-22;08:15;longall;EURUSD;long;;Euro FX (euro strengthening as U.S. dollar slips on policy uncertainty)Â
2026-01-22;08:15;longall;N225;long;;Nikkei 225 index (Asian equities rallied on risk?on sentiment)Â
2026-01-22;08:15;longall;SOYB;long;;Soybean futures (agricultural commodities showing positive price action)Â
2026-01-22;08:15;longall;WTI;long;;Crude oil futures (energy demand optimism with supply signals stabilizing)Â
2026-01-22;08:16;longeq;ASML;long;;ASML Holding (European tech up with global futures gains)Â
2026-01-22;08:16;longeq;GOOGL;long;;Alphabet (market leadership and buy signals amid broad equity rally)Â
2026-01-22;08:16;longeq;HAL;long;;Halliburton (oil services up after earnings and risk rally)Â
2026-01-22;08:16;longeq;NVDA;long;;Nvidia (tech sector strength as markets rebound on tariff de?escalation)Â
2026-01-22;08:16;longeq;UAL;long;;United Airlines (earnings beat and travel demand supporting stock)Â
2026-01-23;;daily_sentiment;AMD;long;56;
2026-01-23;;daily_sentiment;JNJ;long;60;
2026-01-23;;daily_sentiment;META;long;63;
2026-01-23;;daily_sentiment;TSLA;short;68;
2026-01-23;;daily_sentiment;UAA;short;56;
2026-01-23;;daily_top5;AMD;long;56;
2026-01-23;;daily_top5;JNJ;long;60;
2026-01-23;;daily_top5;META;long;63;
2026-01-23;;daily_top5;TSLA;long;68;
2026-01-23;;daily_top5;UAA;long;56;
2026-01-23;08:16;longeq;GLD;long;;SPDR Gold Trust (safe?haven inflows as gold hits record)Â
2026-01-23;08:16;longeq;NVDA;long;;Nvidia (tech rally as easing trade tensions boost markets)Â
2026-01-23;08:16;longeq;RUT;long;;Russell 2000 ETF (small?cap strength on relief rally)Â
2026-01-23;08:16;longeq;SPY;long;;S&P 500 ETF (broad market rally after tariff de?escalation)Â
2026-01-23;08:16;longeq;TSLA;long;;Tesla (futures rally on robotaxi progress)Â
2026-01-23;08:15;short;ES_F;short;;S&P 500 e?mini (bearish pressure lingering on global risk?off from geopolitical policy uncertainty).Â
2026-01-23;08:15;short;EURUSD;short;;Euro vs US Dollar (technical strong sell on short horizons amid U.S. dollar fluctuations).Â
2026-01-23;08:15;short;NQ_F;short;;Nasdaq 100 e?mini (tech sector vulnerability after tariff/friction noise and breakdown signals).Â
2026-01-23;08:15;short;WTI;short;;Crude Oil futures (prices slid ~2%, bearish short?term supply build risk).Â
2026-01-23;08:15;short;ZARUSD;short;;South African rand vs USD (EM currency weakening in risk?off flows).Â
2026-01-24;08:16;longall;DBC;long;;Invesco DB Commodity Index (broad commodities up with metals and energy momentum).Â
2026-01-24;08:16;longall;EURUSD;long;;Euro FX (USD weakness and euro strength in recent FX flows).Â
2026-01-24;08:16;longall;N225;long;;Nikkei 225 (Japanese equities gaining as risk sentiment rebounds).Â
2026-01-24;08:16;longall;XAUUSD;long;;Gold futures (safe?haven demand rising with prices near record on geopolitical risk).Â
2026-01-24;08:15;longeq;AAPL;long;;Apple (big earnings week alongside megacap momentum)Â
2026-01-24;08:15;longeq;BA;long;;Boeing (flight demand and defense exposure amid geopolitical spending)Â
2026-01-24;08:15;longeq;MSFT;long;;Microsoft (strong earnings week focus supports tech demand)Â
2026-01-24;08:15;longeq;NVDA;long;;Nvidia (tech leadership rebounds as Trump backs off tariff threats and global stocks rally)Â
2026-01-24;08:15;longeq;SLV;long;;iShares Silver Trust (silver above $100/oz on momentum and safe-haven flows)Â
2026-01-24;08:15;short;BTCUSD;short;;Bitcoin (technical bearish flag with declining momentum and resistance fail)Â
2026-01-24;08:15;short;ES_F;short;;S&P 500 e?mini (broader equities under pressure from renewed geopolitical risk and fund outflows)Â
2026-01-24;08:15;short;NQ_F;short;;Nasdaq 100 e?mini (tech and growth sectors show residual weakness from recent selloffs)Â
2026-01-24;08:15;short;USDJPY;short;;US Dollar/Japanese Yen (pair breaking lower on intervention and bearish momentum)Â
2026-01-24;08:15;short;USOIL;short;;Crude Oil futures (inventory risk and weak demand cues limiting bullish follow?through)Â
2026-01-25;08:15;longall;SPY;long;;S&P 500 ETF (markets have steadied with relief on trade tensions and risk?on rotation).Â
2026-01-25;08:15;longall;USDJPY;long;;FX pair (yen strength reversal trade following Fed rate check headlines).Â
2026-01-25;08:15;longall;WTI;long;;Crude oil futures (energy bouncing with broader commodity support and risk appetite).Â
2026-01-25;08:15;longall;XAUUSD;long;;Gold futures (safe?haven flows persist as geopolitical risk and macro uncertainty stay elevated).Â
2026-01-25;08:15;longeq;GLD;long;;SPDR Gold Shares (gold near record on safe?haven flows)Â
2026-01-25;08:15;longeq;META;long;;Meta Platforms (momentum from earnings catalysts and market breadth)Â
2026-01-25;08:15;longeq;MSFT;long;;Microsoft (tech cycle support with earnings focus and AI demand)Â
2026-01-25;08:15;longeq;NVDA;long;;Nvidia (big tech rebounds as geopolitical tensions ease and earnings wave looms)Â
2026-01-25;08:15;longeq;XME;long;;SPDR Metals & Mining ETF (materials strength amid inflation/inflation signal)Â
2026-01-26;;daily_sentiment;AAPL;neutral;62;
2026-01-26;;daily_sentiment;AMD;long;58;
2026-01-26;;daily_sentiment;AMZN;long;58;
2026-01-26;;daily_sentiment;GOOG;long;64;
2026-01-26;;daily_sentiment;NVDA;long;62;
2026-01-26;;daily_top5;AAPL;long;62;
2026-01-26;;daily_top5;AMD;long;58;
2026-01-26;;daily_top5;AMZN;long;58;
2026-01-26;;daily_top5;GOOG;long;64;
2026-01-26;;daily_top5;NVDA;long;62;
2026-01-26;08:16;longall;EURUSD;long;;Euro vs US Dollar (bullish momentum after tariff risk recedes and outlook positive).Â
2026-01-26;08:16;longall;N225;long;;Nikkei 225 index (Asia equities recovering with risk appetite returning).Â
2026-01-26;08:16;longall;SPY;long;;S&P 500 ETF (equity risk assets buoyed by earnings prospects and macro stability).Â
2026-01-26;08:16;longall;XAUUSD;long;;Gold futures (prices at record highs on safe?haven demand and geopolitical tensions).Â
2026-01-26;08:15;short;EURUSD;short;;Euro vs US dollar (euro weakening on risk?off flows with the USD holding bid in macro stress)Â
2026-01-26;08:15;short;NQ_F;short;;Nasdaq?100 e?mini (mega?cap tech under sustained selling from macro uncertainty and IMF warnings on tech vulnerability)Â
2026-01-26;08:15;short;WTI;short;;Crude oil futures (energy prices pressured amid risk?off repositioning and slowing demand cues)Â
2026-01-27;;daily_sentiment;AMD;long;60;
2026-01-27;;daily_sentiment;AMZN;long;68;
2026-01-27;;daily_sentiment;META;long;58;
2026-01-27;;daily_sentiment;NVDA;long;65;
2026-01-27;;daily_sentiment;SLB;long;58;
2026-01-27;;daily_top5;AMD;long;60;
2026-01-27;;daily_top5;AMZN;long;68;
2026-01-27;;daily_top5;META;long;58;
2026-01-27;;daily_top5;NVDA;long;65;
2026-01-27;;daily_top5;SLB;long;58;
2026-01-27;08:15;longeq;AAPL;long;;Apple (listed among top gainers as markets price in earnings week)Â
2026-01-27;08:15;longeq;CSCO;long;;Cisco (premarket top mover on earnings anticipation)Â
2026-01-27;08:15;longeq;GLD;long;;SPDR Gold Shares (gold rally continues with dollar weakness)Â
2026-01-27;08:15;longeq;NVDA;long;;Nvidia (Asia indexes record highs driven by expected big tech earnings)Â
2026-01-27;08:15;longeq;XLB;long;;Materials Select Sector SPDR (commodity and base metals strength on safe haven and cyclical bounce)Â
2026-01-27;08:15;short;CLH26;short;;Crude Oil futures (technical models showing lower probability of short?term rally after recent trend unwind commentary)Â
2026-01-27;08:15;short;NQH26;short;;Nasdaq 100 e?mini (futures weaker signaling tech sector pullback into open)Â
2026-01-27;08:15;short;USDJPY;short;;FX (yen strength and intervention buzz indicates dollar weakness continuation)Â
2026-01-27;08:15;short;XAUUSD;short;;Gold (stretched rallies into all?time highs prone to profit?taking selloffs)Â
2026-01-28;;daily_sentiment;AMZN;long;62;
2026-01-28;;daily_sentiment;BA;short;62;
2026-01-28;;daily_sentiment;GM;short;58;
2026-01-28;;daily_sentiment;NVDA;long;63;
2026-01-28;;daily_sentiment;UPS;short;58;
2026-01-28;;daily_top5;AMZN;long;62;
2026-01-28;;daily_top5;BA;long;62;
2026-01-28;;daily_top5;GM;long;58;
2026-01-28;;daily_top5;NVDA;long;63;
2026-01-28;;daily_top5;UPS;long;58;
2026-01-28;08:16;longall;AUDUSD;long;;Australian dollar (Aussie strengthened on data and weak USD)Â
2026-01-28;08:16;longall;CL=F;long;;Crude oil futures (oil near multi?week highs on supply concerns)Â
2026-01-28;08:16;longall;ES=F;long;;S&P 500 E?mini (record highs and broad equity momentum)Â
2026-01-28;08:16;longall;NQ=F;long;;Nasdaq 100 E?mini (futures up ahead of big tech earnings?driven upside)Â
2026-01-28;08:16;longall;XAUUSD;long;;Gold spot (record gold prices on weak dollar and safe haven flows)Â
2026-01-28;08:15;longeq;ASML;long;;ASML Holding (pre-market earnings beat expected, capital equipment demand strength)Â
2026-01-28;08:15;longeq;GLD;long;;SPDR Gold Shares (precious metals continuing strong upward move)Â
2026-01-28;08:15;longeq;MSFT;long;;Microsoft (tech earnings optimism supporting market highs)Â
2026-01-28;08:15;longeq;SBUX;long;;Starbucks (pre-market report, strong retail demand signal)Â
2026-01-28;08:15;longeq;T;long;;AT&T (pre-market earnings catalyst, stable telecom cash flows)Â
2026-01-28;08:15;short;ES_F;short;;S&P 500 e-mini (futures gap down on risk?off geopolitics and tariff uncertainty with rollover weakness)Â
2026-01-28;08:15;short;FXEUSD;short;;EUR/USD (euro at multi?year highs signals short USD bias but technical mean reversion risk for euro)Â
2026-01-28;08:15;short;MSFT;short;;Microsoft (big cap tech showing topping action ahead of earnings and stretched valuations)Â
2026-01-29;;daily_sentiment;AAPL;short;62;
2026-01-29;;daily_sentiment;AMZN;long;62;
2026-01-29;;daily_sentiment;IBM;short;55;
2026-01-29;;daily_sentiment;MSFT;neutral;58;
2026-01-29;;daily_sentiment;UPS;short;60;
2026-01-29;;daily_top5;AAPL;long;62;
2026-01-29;;daily_top5;AMZN;long;62;
2026-01-29;;daily_top5;IBM;long;55;
2026-01-29;;daily_top5;MSFT;long;58;
2026-01-29;;daily_top5;UPS;long;60;
2026-01-29;08:15;longall;AUDUSD;long;;Australian dollar (commodity proxy strengthening with metals)Â
2026-01-29;08:15;longall;CL=F;long;;Crude oil (firmer energy complex amid geopolitical noise)Â
2026-01-29;08:15;longall;GC=F;long;;Gold (record highs on safe haven flows and dollar weakness)Â
2026-01-29;08:15;longall;HG=F;long;;Copper (prices at record on supply concerns and risk assets)Â
2026-01-29;08:15;longall;NQ=F;long;;Nasdaq 100 E?mini (tech and AI optimism lifting futures)Â
2026-01-29;08:15;longeq;FEED;long;;ENvue Medical (pre?market large percentage gainer)Â
2026-01-29;08:15;longeq;META;long;;Meta Platforms (stock up on Q4 beat and strong guidance)Â
2026-01-29;08:15;longeq;NVDA;long;;Nvidia (AI chip approval and tech rally extend)Â
2026-01-29;08:15;longeq;SEAG;long;;Seagate Technology (big earnings beat fueling momentum)Â
2026-01-29;08:15;longeq;TXN;long;;Texas Instruments (strong outlook and recovery signs)Â
2026-01-29;08:16;short;CL_F;short;;Crude Oil futures (energy prices showing mixed signals with downward pressure on growth expectations).Â
2026-01-29;08:16;short;ES_F;short;;S&P 500 e-mini (global markets showing risk?off price action ahead of key event risk with bearish breadth).Â
2026-01-29;08:16;short;NQ_F;short;;Nasdaq 100 e-mini (tech and indices reversed after recent highs and selling pressure in equities).Â
2026-01-29;08:16;short;USDJPY;short;;USD/JPY (continued downside pressure on dollar vs yen with technical triggers for shorts).Â
2026-01-29;08:16;short;XLP;short;;Consumer Staples Select Sector SPDR (relative weakness and defensive rotation could see mean reversion down).Â
2026-01-30;;daily_sentiment;AAPL;long;64;
2026-01-30;;daily_sentiment;LMT;long;58;
2026-01-30;;daily_sentiment;MSFT;short;58;
2026-01-30;;daily_sentiment;NVDA;long;66;
2026-01-30;;daily_sentiment;TSLA;short;60;
2026-01-30;;daily_top5;AAPL;long;64;
2026-01-30;;daily_top5;LMT;long;58;
2026-01-30;;daily_top5;MSFT;long;58;
2026-01-30;;daily_top5;NVDA;long;66;
2026-01-30;;daily_top5;TSLA;long;60;
2026-01-30;08:15;longall;CL=F;long;;Crude Oil Futures (geopolitical Iran tension lifting oil price highs)Â
2026-01-30;08:15;longall;EMB;long;;Emerging Markets Bond ETF (EM local assets outperform as dollar slides)Â
2026-01-30;08:15;longall;NQ=F;long;;Nasdaq 100 E?mini (tech rebound support after earnings surprises in select AI names)Â
